Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-16983.126777704565	-16087.700375012615	-895.4264026919514	0.1	0.00800000037997961	0.01
2500	-7450.963153591818	-7436.233559179359	-14.729594412458496	0.32805573507769314	3.8488511164380794	0.0014286411691517048
5000	-7451.4403145461165	-7435.954436682453	-15.485877863663973	0.35767363995945173	4.141173797298864	0.0014365577109592186
7500	-7452.505681652815	-7435.868700378792	-16.636981274023068	0.31746089070641054	4.665597798136668	0.0010416552542070248
10000	-7458.9262373950905	-7439.122399773961	-19.803837621129425	0.2825127291031077	5.68922400056931	0.0010506579682560036
12500	-7452.713724639707	-7438.147809051824	-14.5659155878826	0.23781599185647231	3.662975005367955	0.0017029148436301517
15000	-7453.264138969497	-7436.6262613438985	-16.637877625598325	0.27480646778596046	5.156455687767866	0.0012965890888563406
17500	-7455.554934242197	-7438.10388592403	-17.45104831816755	0.1658723449077919	4.765845019664565	0.0014573308718034608
20000	-7453.632427703024	-7439.653742449432	-13.978685253592214	0.371395741697756	3.457398035051932	0.0012807274677836724
22500	-7462.11151499783	-7444.32083690126	-17.790678096570236	0.424892588244454	4.389056147835264	0.0014098075279459338
25000	-7456.3699021982675	-7440.504798556843	-15.865103641424593	0.3300733346612694	4.5412955459478495	8.849182882975856E-4
27500	-7456.4642881886675	-7440.00365787114	-16.46063031752759	0.2144437175422348	4.72704857716455	0.00197934240294612
30000	-7458.203397874778	-7442.147586033266	-16.055811841511932	0.2579830401673896	4.574771897940349	0.0013526922325204588
32500	-7452.234390765506	-7438.178948881153	-14.055441884353286	0.3570101196310598	3.490917793102	0.0013788369445429435
35000	-7454.1765908661355	-7437.894338213421	-16.282252652714405	0.2760843611630166	4.766579216964365	0.0010736036051458644
37500	-7457.612853053397	-7441.976136722318	-15.636716331078755	0.348389327392019	4.338555025032615	0.001697473407575294
40000	-7456.591238858238	-7440.126488137768	-16.464750720469706	0.3082939000254078	4.8268644172797455	0.0014979351827782313
42500	-7463.338875335099	-7442.695569667546	-20.64330566755305	0.18085045199381714	6.197948562046915	0.0010891105466537222
45000	-7456.17033138625	-7438.82290922063	-17.34742216561954	0.13109529768159342	4.501203384451524	0.0015248941595203047
47500	-7452.188344537449	-7436.904430909159	-15.283913628289719	0.2490484751138024	4.145452237667706	0.0012539370892758754
50000	-7459.220706303037	-7441.665782838557	-17.55492346448008	0.18866165545446678	5.196923308984901	0.0013402859621466294
52500	-7453.884666778458	-7439.103001442959	-14.781665335499044	0.2872898799914588	4.125143512702726	0.001073508335416461
55000	-7453.600275434608	-7437.735800312587	-15.864475122020938	0.15399070857095037	4.144491282091964	0.0015177553925408828
57500	-7453.115850086907	-7436.890705896708	-16.225144190199146	0.20412937923342772	4.628681037552707	0.0013645139579462487
60000	-7454.697317814158	-7438.305503387897	-16.391814426261043	0.3192360212573484	4.776271664515583	0.0016314756793650933
62500	-7458.313989160499	-7442.566606699119	-15.747382461380274	0.2582601207101235	4.572881850219072	0.0011203395822962823
65000	-7453.915958001632	-7436.693507684356	-17.22245031727679	0.1564406072132382	4.650749964029852	0.0011907275979833125
67500	-7454.569841232908	-7440.081448523607	-14.488392709301603	0.3649200582600738	3.895326003710961	0.0014713240071375579
70000	-7454.530769662049	-7439.44310422517	-15.087665436879245	0.33884522969390846	4.256318756338491	0.0015487662148218342
72500	-7454.2579539411145	-7439.837770051498	-14.420183889616212	0.3104649065424647	3.9712188970716467	0.0013046143643122544
75000	-7452.752957577618	-7435.792812795257	-16.960144782360775	0.5343088004587879	3.8374424608918463	0.0015363654638994148
77500	-7455.731645712286	-7440.80843220213	-14.923213510156977	0.3058611097882602	3.05899338940497	0.001800536266899646
80000	-7455.875747558766	-7441.095491569266	-14.780255989499969	0.23952273248526787	4.032789752361526	0.0010325954385153587
82500	-7456.413900525793	-7437.944347395757	-18.469553130035642	0.3578804339406853	5.1045253598622065	0.0012460329274567813
85000	-7453.575014344589	-7439.356351572317	-14.218662772272495	0.3929147738865121	3.595954497294932	0.0013766978357894902
87500	-7451.624496568507	-7437.589979379974	-14.034517188533957	0.29742643687178283	3.223594612213425	0.0015595477736559881
90000	-7453.6046240489695	-7439.372314739089	-14.232309309880197	0.33417783377785404	3.6252070034738058	0.0013668635229170186
92500	-7453.2848345957955	-7435.883128591738	-17.401706004057537	0.3747649879603225	4.848622715133382	0.0011477354831922581
95000	-7455.45295719181	-7438.5832712176025	-16.869685974207208	0.2792306376223352	4.913766479592652	0.001134611671216256
97500	-7452.142259125881	-7436.62148568708	-15.520773438800756	0.2405819897509446	4.522366708549279	0.0010786215032210392
100000	-7454.570731478742	-7438.691761803516	-15.878969675226646	0.20235978383146022	4.270992781585969	0.0012009841686030861
102500	-7458.468934599797	-7439.093668388062	-19.3752662117353	0.13970128531752296	5.559085519657388	0.0012482491759057146
105000	-7454.862165078389	-7440.237923183507	-14.624241894882417	0.4441834838622843	3.0821750435300537	0.0015772387788280532
107500	-7457.087408291268	-7438.582413364676	-18.504994926592296	0.24676244541070366	5.2297925793559825	0.0012175393897637242
110000	-7451.710347505413	-7436.271358341495	-15.438989163917233	0.313345636814019	4.38320111674327	0.0013093330166382866
112500	-7452.326706953553	-7436.638431627831	-15.68827532572216	0.2224989353446402	4.3760332292819974	0.00148629729949845
115000	-7454.337261776556	-7439.772272623221	-14.56498915333474	0.3728471195340275	3.4160190297142794	0.0019436705507751813
117500	-7455.688262974472	-7438.342577032214	-17.345685942258655	0.4178035127732286	4.280803481966173	0.0015446308989116267
120000	-7462.315611722977	-7447.360939412264	-14.95467231071342	0.22907081927737133	3.7908344182205744	0.0021667078576846953
122500	-7452.004381939241	-7436.35521578726	-15.649166151980845	0.16419809669433738	4.094843009725328	0.0013062989677051185
125000	-7453.902499743871	-7438.385208747038	-15.517290996832948	0.26609743829226923	4.108650159749505	0.0011726096630601459
127500	-7459.815503167141	-7445.905072475348	-13.910430691793724	0.28762565873965223	3.672708203158249	0.001125481705150135
130000	-7451.610052890871	-7436.427473866853	-15.18257902401821	0.25645819066911446	4.122826374441232	0.0015609054238904976
132500	-7451.434591285294	-7437.0103101488685	-14.424281136425254	0.2809894478911447	4.037442898979125	0.0011901224506964442
135000	-7454.297381748058	-7437.998679388505	-16.298702359552863	0.4662958422310736	4.113089549804197	0.0014445549685655843
137500	-7456.563803209775	-7439.855380541555	-16.708422668220198	0.48743044287715326	4.163548445973389	0.001496411790200936
140000	-7459.249973426389	-7444.050454711873	-15.199518714516874	0.2652359046223346	4.494207361600573	0.0013595946165961264
