Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-16606.03756032248	-15712.438139763535	-893.5994205589433	0.12252325365328343	0.00800000037997961	0.01
2500	-7247.543869288338	-7232.471350168228	-15.07251912011009	0.2793227455817638	4.145222041553234	0.0012625230803346235
5000	-7248.670474095501	-7234.194509115605	-14.475964979895938	0.4513143926827927	3.3658628480525237	0.0013248517144340667
7500	-7254.404996466375	-7235.8485446455725	-18.556451820802657	0.39091754516372607	5.265661762447026	0.0012056836665434948
10000	-7248.203479505479	-7232.547496165476	-15.655983340002031	0.41345304633605784	4.091051167330782	8.182685637273144E-4
12500	-7244.701047566465	-7229.121436239846	-15.579611326618885	0.25542653877874905	4.564015960485104	0.0014585170782069924
15000	-7243.373530295687	-7229.057218038164	-14.316312257522256	0.37669637452888516	3.9618940916814562	8.066389096303517E-4
17500	-7251.3667607263	-7235.029248175152	-16.337512551147654	0.2620730677102851	4.807260233543142	8.953618094723624E-4
20000	-7247.875750002536	-7230.847193731859	-17.028556270677043	0.1349137974419242	4.63572961764307	0.0010107388088927067
22500	-7248.422702085702	-7232.4529951063105	-15.969706979391662	0.5605392828457618	3.8472179557564896	7.259907977990181E-4
25000	-7244.010349511626	-7226.774195703271	-17.23615380835485	0.17380941634212446	5.255083067553357	0.0010351184117596008
27500	-7243.565747469594	-7229.387126957531	-14.178620512062427	0.27405271608489623	3.881155756066303	0.001294193863793966
30000	-7251.23090701036	-7232.788626215328	-18.44228079503223	0.6081997625010638	4.21304105443189	0.0012182177862198446
32500	-7244.510910082057	-7227.82511749111	-16.6857925909474	0.12474276641147479	4.080939357153366	0.001344622582775321
35000	-7249.452059907973	-7233.746251501303	-15.70580840667064	0.5842376618763542	3.238665054847064	0.0011404676070701184
37500	-7244.174158416055	-7230.270653267259	-13.903505148796542	0.26817477653454097	3.636296219320392	0.001059814944476962
40000	-7244.412671472239	-7229.867861916876	-14.54480955536321	0.3105992104307086	3.914388965527021	0.0016846795927135672
42500	-7243.018311344162	-7228.527974586588	-14.4903367575735	0.24155432976368788	4.183391921888791	0.0013332038390188319
45000	-7248.803503971037	-7234.802743721947	-14.00076024908939	0.28685698826968126	3.737063885446642	0.0016184402310159432
47500	-7248.030852113064	-7232.9514787295875	-15.079373383476199	0.32189764483336825	4.579845975703893	8.583299722678677E-4
50000	-7247.055177816195	-7232.552977151433	-14.502200664761881	0.33444298289011803	3.9002720992307065	0.0015930489701361241
52500	-7243.279004812951	-7228.901634584058	-14.377370228893135	0.3949493365825815	3.7937717033045093	0.0012920004384607074
55000	-7249.053800770023	-7231.587940599074	-17.46586017094972	0.4493281231964439	4.8088246934065495	9.891851526692141E-4
57500	-7246.527910345442	-7230.610998313304	-15.91691203213859	0.3799138626467358	4.4921980821964365	0.001716558148284089
60000	-7250.437759673763	-7233.005476464118	-17.432283209645234	0.13092611283673555	4.939024227303236	0.001397157536207153
62500	-7251.575635560099	-7233.485643705243	-18.089991854856137	0.5502165825842995	4.088286150931171	0.0013464750942934274
65000	-7244.825416722293	-7229.027676788479	-15.797739933814464	0.15281089172336307	3.7266875015824232	0.0013933499754029768
67500	-7245.614320732216	-7230.659678428658	-14.954642303558028	0.2516297028732933	4.20230792772181	9.083910102410359E-4
70000	-7251.510628613754	-7236.66790300547	-14.842725608284496	0.39335428572906406	3.7744710468190883	0.001501623532242965
72500	-7247.218546653036	-7230.866361618112	-16.35218503492394	0.24461802798016158	4.485233310520034	0.0013010244575293126
75000	-7250.0343397550705	-7235.742668843837	-14.291670911233542	0.4476221992270756	3.483249421170109	7.50594560708295E-4
77500	-7245.060472911871	-7230.299492097104	-14.760980814767183	0.2428011728655445	4.124577673887991	0.0015682488505094833
80000	-7247.936336276369	-7233.116181433778	-14.820154842590263	0.35785082845835026	4.004122745683695	9.584309538098354E-4
82500	-7249.967775285793	-7228.82169136398	-21.146083921813343	0.39496582598152075	5.624583760400185	9.062759327671226E-4
85000	-7243.747417610184	-7229.555659263312	-14.191758346872135	0.23347370377978865	3.8487647428878504	9.412550107047866E-4
87500	-7245.250585353858	-7230.415630292926	-14.8349550609315	0.3536188252571603	4.102368167039949	0.0012203319862928918
90000	-7244.8834111407195	-7230.393062513132	-14.490348627588174	0.33576431307690907	3.839257536322603	0.001365024772514968
92500	-7243.388596371096	-7227.240160653034	-16.148435718062295	0.27835286019462546	4.755356883827579	0.0010501889610527071
95000	-7244.85593821625	-7228.184849583577	-16.671088632673317	0.37760795366154193	4.790953900025768	0.0012051712830060772
97500	-7244.992614261542	-7227.742288151701	-17.25032610984062	0.10597647560831543	4.045853600627098	9.798434268835357E-4
100000	-7242.267169007209	-7228.096001927087	-14.171167080122133	0.30461273284521134	3.5173318979755317	0.0015807797645292975
102500	-7243.693643114602	-7229.712812407421	-13.980830707181795	0.36305420545221834	3.6490373447589093	8.997383495767087E-4
105000	-7248.9583120039415	-7230.372873138745	-18.585438865196885	0.21068069977130488	6.334209387740558	9.018521697979407E-4
107500	-7248.418268041261	-7232.461153155297	-15.957114885963712	0.271679997558065	4.80298240146706	7.817373887055154E-4
110000	-7248.306375282812	-7232.555432037057	-15.750943245755316	0.4030402462613072	4.41655233835501	0.0010830365578966997
112500	-7245.8690246475435	-7229.654846128097	-16.214178519445973	0.1829781704429594	4.811382450372991	9.868127477164815E-4
115000	-7243.283893014473	-7227.5272452124	-15.756647802072294	0.15208518063223977	4.148036545798128	0.0012220627791149415
117500	-7247.346659887914	-7230.99247148836	-16.35418839955427	0.21794775043622724	4.660066432833461	0.001270590992593822
120000	-7249.041812828673	-7233.913339634883	-15.12847319378945	0.43209096826122106	4.100427577632631	0.0012370787714684522
122500	-7249.124746140225	-7230.5550362287295	-18.56970991149598	0.1284207000997234	5.49713367824154	9.581018643714494E-4
125000	-7247.417182377237	-7231.529342299528	-15.887840077708033	0.3661021552372843	4.479303566776058	0.0010830736147088484
127500	-7248.603919924878	-7234.229807504199	-14.374112420678632	0.21105057553970538	3.6460488563800597	0.0012744557812585527
