Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-16607.864542455485	-15712.438139763535	-895.4264026919514	0.1	0.00800000037997961	0.01
2500	-7252.1379776187605	-7232.9515030263965	-19.18647459236415	0.3591416858572721	5.448253585195779	8.805223351122217E-4
5000	-7242.401423695428	-7227.8503834407875	-14.551040254640167	0.3449839889830831	3.9147546357962106	8.947407245091185E-4
7500	-7249.094326265504	-7230.942704306267	-18.151621959236714	0.6858008835189768	3.496745189771322	0.0014774530990782834
10000	-7245.5039776414405	-7228.454150785702	-17.049826855738296	0.2773030391510365	2.6745446171109055	0.002278107303556621
12500	-7244.011480043812	-7229.7701267542025	-14.241353289609686	0.24885719116157234	3.5095609704425903	0.0014203167439347537
15000	-7248.703761061048	-7231.884924861987	-16.81883619906037	0.24242997626299895	5.746865808392417	5.898006269494052E-4
17500	-7254.2813561009325	-7239.117488707277	-15.16386739365551	0.2656887657437028	4.799375769249206	7.642840750019438E-4
20000	-7248.1276883525115	-7231.997927273106	-16.129761079405654	0.13924695763099162	4.331525501693726	0.0011132425579260152
22500	-7254.212629117976	-7238.575091429079	-15.637537688896543	0.2364868671507772	4.798070939499129	8.426234759489474E-4
25000	-7250.392444921449	-7233.631685312692	-16.760759608757557	0.3627876288030614	4.973346697937914	6.902090237231376E-4
27500	-7247.023349552059	-7232.0679785670845	-14.955370984974232	0.21035534586929705	4.488174987035758	0.0010530707235579763
30000	-7244.623586587095	-7231.017902620459	-13.605683966636615	0.32400066219909107	3.694914594210441	8.999970026701045E-4
32500	-7247.2146214960785	-7230.947624746132	-16.26699674994706	0.2868081012980649	4.592321396221651	0.0011771307264706085
35000	-7245.02634211083	-7228.755287423108	-16.271054687722668	0.1754388360101758	4.9099172012874766	0.0010991162830334496
37500	-7247.868527525392	-7232.1475137947555	-15.72101373063677	0.3453084847238209	4.393531583224029	0.0012959365176783632
40000	-7242.211300495896	-7227.746801003118	-14.464499492777428	0.239650497954036	4.152631862926685	0.00117311847682601
42500	-7244.722130502802	-7230.608726625521	-14.11340387728167	0.25160015923702234	3.7039549681974453	0.001182700636064647
45000	-7246.333815028308	-7232.055959920214	-14.277855108094162	0.41475185372174217	3.6916606550144735	8.20803575368986E-4
47500	-7247.525310639187	-7228.932690659488	-18.59261997969936	0.3318307089305444	5.493502379712496	0.0010685712896772912
50000	-7245.038728826718	-7228.1497750256995	-16.88895380101904	0.35786461306366457	4.94684751193181	0.001022187523597046
52500	-7246.559068566164	-7230.979040687118	-15.580027879045554	0.1948944413559636	4.843893741446944	7.668943728478906E-4
55000	-7248.929083303229	-7232.95242339466	-15.97665990856856	0.17051157040521098	4.778979508000369	8.705661365069209E-4
57500	-7247.264931443185	-7232.487612728076	-14.777318715108512	0.21458871053825582	4.342125609923258	0.0010844059971198926
60000	-7248.560486232319	-7231.178074133891	-17.38241209842802	0.14176751848105543	4.978139633945229	7.667896024782882E-4
62500	-7246.487067811915	-7229.962709482351	-16.524358329564038	0.47829377100739756	4.377795065285233	8.04644290261496E-4
65000	-7248.086785286271	-7231.228549255515	-16.858236030756338	0.18861646305190025	4.901612528708123	8.71673327865697E-4
67500	-7245.906648216861	-7229.7135215477165	-16.193126669144757	0.25802679278702423	4.80336782435313	0.001057135664614548
70000	-7243.974421478109	-7229.669803855764	-14.304617622345244	0.3706956705602362	3.4733438567743433	0.001591553831050114
72500	-7251.3927711798415	-7236.982261877084	-14.41050930275703	0.37589473912335714	3.613125746918856	0.0013822785876575164
75000	-7246.933684383255	-7229.595878667135	-17.337805716120243	0.3231601816627667	5.3348860233860504	9.299305278566868E-4
77500	-7246.8402380646185	-7229.730986390449	-17.109251674168757	0.695667553602312	3.109638487942616	0.001318671519986241
80000	-7246.389285293246	-7230.977743136743	-15.411542156502527	0.1960219172374495	4.75493761504536	0.0013855967538314337
82500	-7247.539240755024	-7231.932325262346	-15.60691549267772	0.39596565748685975	3.882816158868305	0.001357652709228717
85000	-7250.223540992234	-7232.858522736434	-17.365018255800457	0.15447296162328675	5.196124457738588	9.842979049006215E-4
87500	-7245.302551237311	-7230.932733180883	-14.369818056427455	0.31234065359718494	3.950803802847039	0.0012277792768951696
90000	-7246.67600061384	-7232.057087202334	-14.618913411506725	0.39287669960241944	3.767062879947088	0.0015170573901692247
92500	-7246.167976637815	-7230.305057115188	-15.862919522626681	0.22209836384177314	4.97276455584577	0.0010026778540717723
95000	-7246.613655324528	-7231.592872864264	-15.020782460263877	0.2114210786675145	4.37162691090508	0.001289612990642775
97500	-7243.782262810527	-7229.075990023151	-14.706272787376253	0.3606446864661781	3.6477469328096594	0.001666573560189862
100000	-7243.94531156791	-7229.339864373379	-14.605447194530612	0.22659826946262923	4.219661819014477	0.0012686511752922308
102500	-7243.249270549981	-7228.556814443806	-14.692456106174884	0.43210292682008156	3.59275024262227	0.0013167100655199276
105000	-7248.2143833707	-7233.57907709998	-14.635306270719612	0.22788314616608812	4.117696011904064	9.657486311475001E-4
107500	-7246.429501141937	-7231.243377738724	-15.186123403213394	0.3366155818573403	4.183446770335468	0.001255144218823162
110000	-7244.856560879889	-7230.131075148788	-14.725485731100727	0.22591133577982067	4.306996374591226	8.461466939895438E-4
112500	-7243.0738470288725	-7228.663089814947	-14.410757213925722	0.3620975461572447	3.813320433502942	0.001109558185184504
115000	-7246.302485033541	-7231.205428407853	-15.097056625688287	0.23991830601717157	4.249495497198059	0.0016996066675310638
117500	-7249.611016642231	-7236.081136275803	-13.529880366428065	0.31964368377724073	3.382755034165565	0.0012243550099352639
120000	-7248.004367789966	-7233.463677718454	-14.540690071511534	0.37839579176093624	4.082492047988671	9.241789287892157E-4
122500	-7244.041516562758	-7227.779523455088	-16.261993107671003	0.20015058140818376	5.141588739789744	0.0010979039646370724
125000	-7248.128393140338	-7231.780890130326	-16.347503010011568	0.31905598858423423	4.511900846696018	7.37970180121737E-4
127500	-7243.398692901024	-7228.481277356431	-14.917415544593144	0.36180550360889396	4.016932120318939	9.284195757721427E-4
130000	-7246.7517029596775	-7232.368116034214	-14.383586925463785	0.35344842284467437	3.7784687818469727	0.001106009044444325
132500	-7247.669662887282	-7233.388740439618	-14.28092244766414	0.2820767979674154	4.01701671985482	9.015431227478159E-4
135000	-7244.7845714600935	-7229.082610328489	-15.701961131604573	0.5147706981789566	3.4642190737999905	0.0015658679802735484
137500	-7248.430361886752	-7233.918111189387	-14.51225069736494	0.24917446406823718	4.314654131703946	0.0011663494822452688
140000	-7249.592831060122	-7232.986925119577	-16.60590594054488	0.12465137857780037	3.8182658459488583	0.0013834342093296257
142500	-7248.2574765712725	-7233.506888471452	-14.750588099820803	0.2684294051890778	4.471101395486126	7.981284436534967E-4
145000	-7245.704807192303	-7229.973930772533	-15.730876419769684	0.28546239558627234	4.882413001725393	0.00120682951489384
147500	-7248.916267709074	-7230.680082256249	-18.236185452825033	0.3133024036958001	5.223572036239478	0.0010181242033179098
150000	-7249.704134344296	-7233.76305935003	-15.941074994265872	0.3822801073720779	4.57089415710153	0.0010702902027724583
152500	-7246.124503160491	-7230.885282948872	-15.239220211618704	0.4092493298214714	4.256320120111074	0.0010505872881087827
155000	-7247.195283915567	-7232.135892222675	-15.059391692892756	0.24441900198063476	3.5478413476407167	0.002027207570285212
157500	-7247.2207838976665	-7230.667038073771	-16.55374582389477	0.5089227489411918	4.160291475065844	0.001545636051369793
160000	-7247.598623481104	-7230.632251453374	-16.966372027730408	0.6353515693334685	3.596981501335516	0.0012889180307528107
162500	-7246.468305296132	-7231.863945292428	-14.604360003703803	0.21174625747412174	3.9038880779217937	0.0012709695422296516
165000	-7246.546480136025	-7231.180193181772	-15.366286954253345	0.20954167691209868	4.564055504460593	9.63777327250738E-4
167500	-7247.800265385578	-7232.995520870269	-14.804744515310091	0.4667606870905245	3.6129185001043354	0.0011210475039125205
170000	-7246.6163806314835	-7232.167098370502	-14.449282260981633	0.2763995160564072	3.8366383869747676	0.0012076893804868873
172500	-7249.48497210702	-7231.799521024109	-17.685451082912042	0.3771675036888297	5.111095121091182	0.0013720260895693553
175000	-7241.792293310204	-7227.060840064051	-14.731453246152487	0.4073043311303937	3.8319366132254076	0.0015037986553971612
177500	-7242.270920931902	-7227.463210110212	-14.807710821690417	0.3521133529530248	4.026685106738561	0.0010561332667616567
180000	-7252.584791950881	-7234.823629834412	-17.76116211646839	0.30064966449517344	4.808784455630111	0.0013323295989948298
182500	-7243.169418884934	-7228.044813516722	-15.12460536821295	0.26694030233714783	4.4047809043436414	0.001060045143396936
