Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-16934.964149474832	-16039.53774678288	-895.4264026919514	0.1	0.00800000037997961	0.01
2500	-7308.027512438163	-7292.992369122447	-15.035143315716748	0.39426632628090463	3.500392108240923	0.00231106775239582
5000	-7308.557688160643	-7292.822127151091	-15.735561009551574	0.36947088011044626	4.378406060558067	0.0012327540312183115
7500	-7309.058612712483	-7294.194186597626	-14.864426114857755	0.2859730125031448	3.0349566263695444	0.0022830356694295054
10000	-7307.8516324026305	-7292.733298669128	-15.118333733502396	0.4831641007497178	3.0693952153519812	0.0014433113025555772
12500	-7304.200146930771	-7290.267962041632	-13.932184889138252	0.25557167917429585	3.4295356955443017	0.0012853220963132386
15000	-7310.267280923265	-7293.748457609432	-16.518823313833398	0.331137148658736	4.971571721859085	0.0013866194312739226
17500	-7305.833201006481	-7291.43444758555	-14.39875342093206	0.32786589013887824	3.4461170186815897	0.0020790370883677963
20000	-7314.357701378163	-7294.4887233584	-19.868978019763105	0.25274178734733505	5.86192170672518	0.0014261879836965556
22500	-7305.991570501796	-7288.966848649951	-17.024721851844298	0.37201050283943055	4.4775623731064575	0.0012930787982993737
25000	-7306.462091355938	-7290.895254145087	-15.566837210851212	0.15497614893290496	3.7926147948742166	0.0013018697970646985
27500	-7312.676128651938	-7297.827160038009	-14.848968613927868	0.2786543376319843	3.883711172589633	0.0014893349489359475
30000	-7307.688470490673	-7291.558997254716	-16.129473235957615	0.22295250775341763	4.881056302582428	9.851974622839704E-4
32500	-7316.474372512288	-7294.7273913142335	-21.746981198054172	0.426676707884728	5.564747745963833	0.001293697297920587
35000	-7320.305639781498	-7301.8479611515795	-18.45767862991873	0.12036502137407089	5.956241994684415	7.148530562103356E-4
37500	-7305.939232681059	-7291.5979081267005	-14.341324554359208	0.21925076862663617	3.554843833337723	0.0011054614031195285
40000	-7305.756652070158	-7291.195381247063	-14.561270823095914	0.29209787269737036	3.9230833616833514	0.0010352735961416796
42500	-7307.7685808678925	-7293.690924882091	-14.077655985801552	0.2589822066324302	3.6736591307576933	9.95215398206176E-4
45000	-7311.395117585874	-7291.473750651999	-19.921366933874737	0.2587912175094314	5.582426554418235	9.293914296368126E-4
47500	-7307.379284735414	-7291.932427152388	-15.44685758302641	0.17776966155587642	4.218667623776873	0.001300607431776896
50000	-7306.239478242924	-7291.320951900232	-14.918526342691392	0.4585560821325382	3.425585677587778	0.0014790269257935879
52500	-7312.5384392958385	-7296.522542778715	-16.015896517122716	0.24026215627614972	4.8955246284284835	0.0012698273366071994
55000	-7306.377592608891	-7291.634290076686	-14.743302532204925	0.2825545055105848	3.8504317115944744	0.0015233392610117383
57500	-7307.332585379213	-7289.451597518844	-17.880987860369252	0.2657969779230896	5.1929381556181236	9.951191915403448E-4
60000	-7306.360307202109	-7292.368317148129	-13.991990053979858	0.29718570371392905	3.3913254893454416	0.0012157147046725084
