Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-16810.347397566136	-15914.920994874185	-895.4264026919514	0.1	0.00800000037997961	0.01
2500	-7451.927619740791	-7437.012496049766	-14.915123691024588	0.23722228553604985	3.9887018131007776	0.0016337392345223054
5000	-7462.413925362479	-7441.526448619962	-20.887476742516366	0.16300978831540078	6.530316089997843	8.82425409047378E-4
7500	-7454.7477886498455	-7436.894710839778	-17.853077810067433	0.25614666967428	5.245376319568627	0.001118578829600792
10000	-7453.674641325268	-7437.907392157276	-15.767249167991409	0.23281234074870838	4.315416708595937	0.0014132785135475045
12500	-7452.353104215382	-7436.855058574181	-15.4980456412008	0.1938867710120029	4.505934903776029	0.001080635427316543
15000	-7456.916696966858	-7439.760169684193	-17.156527282664612	0.1209584845171602	4.029472264804881	0.001738031763213227
17500	-7453.234414699817	-7436.079525492675	-17.154889207141753	0.30459171986824957	4.685902265261934	0.001258439168988214
20000	-7453.042081718524	-7438.227049003911	-14.815032714612986	0.20054145700495898	3.747507022364466	0.001741727841071781
22500	-7453.375553805132	-7435.965438525107	-17.410115280024556	0.3123411511141813	4.757907591764254	0.0012587072206893856
25000	-7455.436128623111	-7438.017624594125	-17.418504028985552	0.2198578168727432	5.333105821514863	9.834810761393572E-4
27500	-7452.849269380052	-7438.4422031592385	-14.407066220813153	0.3093114299950522	3.444081214670714	0.0018243594504198084
30000	-7460.723522724925	-7442.547733088238	-18.175789636687128	0.1517598952273772	4.892711124885679	8.353508466201783E-4
32500	-7451.244082987895	-7437.049194868701	-14.194888119194172	0.3307349509994546	3.4003587199805816	0.0017840980278533236
35000	-7451.96767570947	-7436.533966115547	-15.433709593923355	0.4933672874775372	3.478739116907618	0.0018398540158992697
37500	-7455.454009070715	-7435.148143341797	-20.30586572891856	0.6452480847080518	3.965771399913741	0.0013159447554356345
40000	-7454.632847160237	-7439.162176178025	-15.470670982211882	0.4941816646734202	3.604759554246433	0.0016268915310166405
42500	-7456.479260462722	-7439.368658207663	-17.110602255058343	0.12472509270562622	4.219625103104731	0.001225550402310409
45000	-7460.355347778746	-7439.63124417256	-20.724103606186198	0.2852603076713834	5.999835068829457	7.737542790734107E-4
47500	-7455.019808236139	-7440.745765453889	-14.274042782249907	0.2508669909124794	3.598697052963317	0.0017735654482987457
50000	-7452.086047124683	-7435.7245636879625	-16.361483436721034	0.15226396727233515	4.591765562586625	0.001454522516686758
52500	-7454.064794127535	-7438.575531862508	-15.48926226502718	0.22639899643651815	4.54738446053783	0.0011486750130472578
55000	-7453.283748999386	-7438.220263682111	-15.063485317274726	0.3109305644735797	3.9110233603332984	0.0013056355923140497
57500	-7452.940202166341	-7437.147180375612	-15.793021790729027	0.4100635017432522	4.029474956056757	0.0016270276859793277
60000	-7453.569190469204	-7439.0547321295935	-14.514458339610371	0.29345920173583434	3.8080259686262266	0.0018898247384311153
62500	-7450.852247000738	-7434.53884915832	-16.313397842418212	0.14871044604602007	3.562095625340068	0.0016380194978316636
65000	-7456.590861920625	-7441.276024983069	-15.314836937555913	0.3576556372412742	4.227196814921505	0.001241598076202458
67500	-7449.83975934537	-7435.117771032942	-14.721988312428458	0.39031397255163985	3.6983647189915723	0.00140917513237597
70000	-7452.699280268105	-7436.654381977582	-16.044898290523737	0.33886551914981183	4.5758383376901595	0.0013795147232765193
72500	-7454.831814011063	-7438.245460925195	-16.586353085867593	0.4065423200263684	4.509034649883838	0.0017477631003233781
75000	-7452.778683247922	-7438.403750190232	-14.374933057689894	0.31706284681697794	3.5340380668435696	0.0019128416244363852
77500	-7459.453136353754	-7442.032645482538	-17.420490871216433	0.22929905540034334	5.331555685283169	0.0011744696365740452
80000	-7455.300657791399	-7439.535605559348	-15.765052232050564	0.5770138286438942	2.9865222096099306	0.0018997708806822715
82500	-7454.120233111273	-7437.8657051342325	-16.254527977040524	0.5595592591339946	3.3467824227680842	0.0018782926239229493
85000	-7452.446020811309	-7438.020847246853	-14.425173564456015	0.22949362087943936	3.3989127610378826	0.0015329002277469038
87500	-7456.560540444186	-7441.029809802999	-15.530730641186691	0.5098172971471477	3.5279835314768757	0.0014934650552471116
90000	-7452.044460210428	-7436.514906415151	-15.529553795276966	0.23783660129707876	4.489088063481993	0.001547761058492438
92500	-7455.517934108858	-7438.006952667996	-17.510981440861286	0.19476702544944013	5.187671342537896	0.0013155642852151186
95000	-7459.513448346581	-7444.023938644215	-15.489509702365014	0.20296939654113272	4.3612519024711585	0.001601783210433413
97500	-7459.429770378249	-7440.496537079872	-18.933233298376933	0.49887878449233003	4.5239313416939035	0.0011965970810032779
100000	-7450.1733852116795	-7435.380688477732	-14.792696733947095	0.2488979604109963	4.06524140660514	0.0016011153596418746
102500	-7451.416259511136	-7436.278236285304	-15.138023225831772	0.21640979279686576	4.016203518885242	0.00153437492930323
105000	-7456.866427572166	-7436.995097060293	-19.871330511872564	0.20946656684110748	5.802467561567023	0.0012049409361899915
107500	-7451.514999669773	-7436.676209121369	-14.838790548404141	0.23207616097926143	3.930980099958152	0.0016655110076675146
110000	-7461.3801697045865	-7445.775550247478	-15.604619457107825	0.23797212462446998	4.334910594881871	0.0020942461186699763
112500	-7453.38251109704	-7438.015997018615	-15.366514078425345	0.29352994192144277	4.3059665799060935	0.0015820610862054098
115000	-7457.952594535119	-7441.1222676459065	-16.830326889211886	0.14278118436697818	4.384206570816819	0.0014392391957632903
117500	-7455.074361616855	-7438.239009846801	-16.835351770053638	0.15260886423793082	4.288150723689268	0.0013221211147999986
120000	-7453.372831013885	-7439.290811515767	-14.082019498117733	0.24887290977280258	3.809227715556832	0.0011008001531102175
122500	-7453.491797317044	-7437.555602099307	-15.936195217736925	0.44576866552265754	4.253880013198813	0.0011933808537175415
125000	-7453.602067475205	-7437.584044596606	-16.018022878599087	0.1438621480912132	3.8692397527229376	0.0012991943723934824
127500	-7456.875438955227	-7436.902069463756	-19.97336949147109	0.15565479905717602	5.8608632073326365	0.0010456933144250278
130000	-7451.381713275315	-7436.26739181076	-15.114321464554578	0.2734779586999996	4.178198670840356	0.0011339030965091413
132500	-7451.198631646079	-7434.6678380592075	-16.530793586871706	0.15196157168135402	4.475450909990542	0.0012189011908579647
135000	-7456.657532217813	-7441.159874728835	-15.497657488977783	0.3338581305236559	4.339749276467853	0.001255095929805798
137500	-7452.66214913906	-7437.714141841311	-14.948007297748173	0.24859006121757082	4.325127292024549	0.001006398437006981
140000	-7453.86592125447	-7437.346675924614	-16.519245329856247	0.26171794453597447	4.74106319484421	0.0010551420624700335
142500	-7458.719279296154	-7441.759330325057	-16.95994897109677	0.5036910920943161	3.8807222075614005	0.0013189831828333933
145000	-7450.796474999872	-7435.950887197442	-14.84558780242967	0.24837195269067866	4.0762272211621475	0.0014893341178618491
147500	-7460.951115293526	-7443.314894955408	-17.636220338117372	0.36895571706681946	4.789956167149073	0.00135573914308058
150000	-7450.905174487542	-7436.209496656814	-14.69567783072829	0.2401079893813164	4.049525212784794	0.0015437805228428584
152500	-7457.2419569621825	-7439.594004960812	-17.64795200137096	0.13896735443612118	4.718954203180779	0.001595185543254847
155000	-7456.415970131504	-7435.487704090118	-20.928266041385285	0.4469717021519127	4.983594727442376	0.0010553463261923255
157500	-7454.488687253432	-7439.718015872081	-14.770671381350052	0.3035844597292151	3.9930371599963057	0.0015465336060614663
160000	-7452.375212574232	-7438.402993315455	-13.972219258776713	0.25665068906902216	3.5285614468051354	0.0012987067991163403
162500	-7450.331596575809	-7435.896537992369	-14.435058583440231	0.262029722706307	3.9415983771322227	0.0014603301305844533
