****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 5 threads.
Random seed: 43
Point estimation method: EM algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 100x2315
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.044	Loglikelihood: -80735.3	(delta): 245111
2 (EM) 	Elapsed: 0.043	Loglikelihood: -72736.5	(delta): 7998.85
3 (EM) 	Elapsed: 0.042	Loglikelihood: -70566.5	(delta): 2169.92
4 (EM) 	Elapsed: 0.042	Loglikelihood: -68818.2	(delta): 1748.36
5 (EM) 	Elapsed: 0.042	Loglikelihood: -67133.2	(delta): 1685.03
Initial loglikelihood: -67133.2
Starting main algorithm
1 (QN/EM) 	Elapsed: 0.085	Loglikelihood: -63667.4	(delta): 3465.78
2 (QN/EM) 	Elapsed: 0.085	Loglikelihood: -59959.1	(delta): 3708.25
3 (QN/EM) 	Elapsed: 0.088	Loglikelihood: -46877.5	(delta): 13081.6
4 (QN/EM) 	Elapsed: 0.089	Loglikelihood: -42634	(delta): 4243.53
5 (QN/EM) 	Elapsed: 0.087	Loglikelihood: -35155.3	(delta): 7478.73
6 (QN/EM) 	Elapsed: 0.088	Loglikelihood: -31895.3	(delta): 3259.97
7 (QN/EM) 	Elapsed: 0.087	Loglikelihood: -29823.2	(delta): 2072.12
8 (QN/EM) 	Elapsed: 0.089	Loglikelihood: -20028.6	(delta): 9794.6
9 (QN/EM) 	Elapsed: 0.088	Loglikelihood: -19360.7	(delta): 667.847
10 (QN/EM) 	Elapsed: 0.087	Loglikelihood: -19150.3	(delta): 210.431
11 (QN/EM) 	Elapsed: 0.089	Loglikelihood: -19057.3	(delta): 93.0545
12 (QN/EM) 	Elapsed: 0.087	Loglikelihood: -18971.2	(delta): 86.0306
